Issue Type,Summary,Description,Custom field (Story Points),Version,Contributors,Developer_Rank,Developer_commits,Developer_created_MRs,Developer_modified_files,Developer_commits_reviews,Developer_updated_MRs,Developer_fixed_defects,Developer_ARs,Tester_detected_defects,Tester_ARs,Creator_ARs,Version_encoded
Story,Simplify Central SSO: eliminate ext token validation end-point,"Instead of requiring that clients first validate tokens obtained from an external ""Central SSO"" system, when Usergrid is configured for using Central SSO, it should attempt to verify any unknown token itself.

This can be implemented by moving the validate external token logic from the ManagementResource and into the TokenService.",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.5909090909090909,0.2647058823529412,0.3614457831325302,0.3614457831325302,0.0
Story,Add smtp message-id to logs,"Add message-id to the smtp logs.

http://stackoverflow.com/questions/5555119/sending-email-using-smtp-and-setting-the-message-id

This will help us track whether usergrid is failing to send registration email or if it is the mail service. There also needs to be additional logging enabled to track what stages the emails goes through if it is needed.",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,0.0
Story,Error occuring when clicking link to activate organization,"Getting an email when trying to activate an organization:
{""error"":""unauthorized"",""timestamp"":1405399644281,""duration"":0,""exception"":""org.apache.usergrid.rest.exceptions.SecurityException"",""error_description"":""No organization access authorized""}
Steps to reproduce - sign up for an account, then click activation link in email that goes to sys admin

When the link is clicked then the following message pops up. Ideally it should be a rest response that denotes show the activation was successful.",3.0,"2.1.0,1.0.0",0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,0.745049504950495
Story,Fix AwsAssetResourceIT,Fix all the broken asset tests,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,0.0
Story,Create 2.1 Release for Apache,We need to create a 2.1 release for Apache.  Would be nice to have a binary WAR distribution.,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.5909090909090909,1.0,1.0000000000000002,1.0000000000000002,0.0
Story,Ensure that PUT or POST does not create duplicate org association connections. ,"Doing PUT creates a duplicate edge on /management/orgs/org/users/email

for existing users who were already on the org, the POST command to /management/orgs/org/users/email creates a duplicate edge
",2.0,2.2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,1.0
Story,Add DELETE for Admin Users,"- Will need superuser credentials.
- Will delete admin user.
- Will remove all connections from said admin user. ( might automatically be done. needs verifying. ) 
-Verify can be recreated
",2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,0.0
Story,Fix EventsResource and IT,"The EventsResource was broken during two-dot-o development and the tests in EventsResourceIT were marked ignore.

Fix the EventsResource and re-enable the tests.",3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.2647058823529412,0.3614457831325302,0.3614457831325302,0.0
Story,Fix test: clientCredentialsFlowWithHeaderAuthorization(),"Currently this test is ignored in Usergrid master branch:
ApplicationResourceIT.clientCredentialsFlowWithHeaderAuthorization()

If it is still relevant we should fix it and un-ignore it.",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.5909090909090909,0.2647058823529412,0.3614457831325302,0.3614457831325302,0.0
Story,Unique Value Cleanup in 2.1 - cleaning up old columns for old versions,"Ensure code makes it in to prevent wide rows in unique_values CF due to old versions not getting cleaned up
",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0000000000000002,0.0
Story,Create a per app migration script,"Create a python script that will allow users to upgrade from 2.0 to 2.1 per application.  This will ultimately allow an incremental deployment across an existing 2.0 cluster, without user impact.  

Template for full system script that already exists: https://github.com/apache/usergrid/blob/2.1-release/stack/scripts/migrate_entity_data.py

It should allow for the following migration process:

tenant 1
1) setup new 2.1 tomcat
2) run migration bootstrap
3) migrate appinfo
4) reindex mgmt app only
5) run de-dup for whatever APP
6) reindex whatever APP
7) add 2.1 tomcats to customer ELB after 1-6 completed for all customer apps
8) run delta re-index/migration for all customer apps


tenant 2
1) reset appinfo version
2) migrate app info
3) reindex mgmt app
4) run de-dup for whatever APP
5) reindex whatever app
7) add 2.1 tomcats to customer ELB after 1-6 completed for all customer apps
8) run delta re-index/migration for all customer apps


after all apps migration
1) migrate entity data

",2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.5909090909090909,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.0
Story,Ability to generate a master Jacoco coverage report,"In addition to separate Jacoco reports for each module, we should also be able to generate a master Jacoco report.",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.5909090909090909,0.2647058823529412,0.3614457831325302,0.3614457831325302,0.0
Story,When ElasticSearch rejects a Search request Usergrid should not return 200 OK with an empty array,Currently if the search queue is full a 200 response is returned with an empty entity array.,1.0,2.1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.9950495049504949
Story,When reading messages from SQS an elevated consistency may be needed with latent replication,"Occasionally Cassandra multi-region replication lags during high load.  During this high load, messages fail to process because it cannot read the entity from Cassandra.  Rather than fail, we should retry with a high consistency level of quorum in all regions to ensure we replicate the data correctly.
",3.0,0,0.0,0.9505494505494506,0.932258064516129,0.8133333333333334,0.9656816015252622,0.0,0.7848101265822784,0.5714285714285714,0.5909090909090909,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.0
Story,Fix NoAwsCreds rule to work outside of core. ,The no aws creds rule call doesn't work outside of core. It fails in service and rest when using the one based in core. ,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,1.0,1.0,0.14705882352941177,0.44578313253012053,0.44578313253012053,0.0
Bug,"When PUTing by uuid or name, add the entry into entity_id_sets column family","When a PUT occurs in 1.0, then entry to Entity_Id_Sets is not re-inserted.  We need to ensure it is re-written.
",3.0,1.0.2,0.0,0.9505494505494506,0.932258064516129,0.8133333333333334,0.9656816015252622,0.0,0.7848101265822784,0.5714285714285714,0.5909090909090909,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.49514851485148514
Story,Create a job to remove duplicate connections and fix connection write logic,"A bug in 2.0 has led to multiple edges on a connection.  We need a job that scans all connections, and keeps the lowest timestamp on the connection.  Other edges should be deleted.
",3.0,2.0.0,0.0,0.9505494505494506,0.932258064516129,0.8133333333333334,0.9656816015252622,0.0,0.7848101265822784,0.5714285714285714,0.5909090909090909,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.9900990099009901
Story,Create a job to clean unused edges,"We need a system job that audits edges and ensures they point to an entity.  If not, the edge should be removed.",3.0,0,0.0,0.9505494505494506,0.932258064516129,0.8133333333333334,0.9656816015252622,0.0,0.7848101265822784,0.5714285714285714,0.5909090909090909,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.0
Story,Remove UUID field encoding in our ES fields,"We shouldn't encode a UUID as a specific UUID field type, since we're encoding it as a string.  To keep our index tuples simple, and support both queries, we should store it as a string type.  We should support the following formats.

{code}
select * where myUuid = 'aaa65d8a-16a6-11e5-86ea-7b4f7ff44431'
{code}

As well as 

{code}
select * where myUuid = aaa65d8a-16a6-11e5-86ea-7b4f7ff44431
{code}

Notice the addition of single quotes in the first query, vs the parsing as a UUID type in the second query.  This will enable users to use both versions, but does not affect performance.
",3.0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.4090909090909091,0.3529411764705882,0.5301204819277109,0.5301204819277109,0.0
